time_period_end,volume_traded,price_close
2016-11-15T01:00:00.000000,805.3002158,706.89
2016-11-15T02:00:00.000000,165.3877334,707.76
2016-11-15T03:00:00.000000,263.20586904,711.99
2016-11-15T04:00:00.000000,107.94610212,710.95
2016-11-15T05:00:00.000000,108.64752703,710.28
2016-11-15T06:00:00.000000,238.91789585,710.52
2016-11-15T07:00:00.000000,80.86248627,711.37
2016-11-15T08:00:00.000000,80.24578139,710.88
2016-11-15T09:00:00.000000,61.10379416,712.01
2016-11-15T10:00:00.000000,64.9689398,711.21
2016-11-15T11:00:00.000000,40.293897,711.69
2016-11-15T12:00:00.000000,79.26164814,710.58
2016-11-15T13:00:00.000000,95.15749222,711.27
2016-11-15T14:00:00.000000,158.26679692,711.1
2016-11-15T15:00:00.000000,137.81924357,709.46
2016-11-15T16:00:00.000000,256.81584001,709.23
2016-11-15T17:00:00.000000,220.2185581,711.5
2016-11-15T18:00:00.000000,236.53643354,712.99
2016-11-15T19:00:00.000000,310.78263798,713.79
2016-11-15T20:00:00.000000,205.85065532,713.44
2016-11-15T21:00:00.000000,208.15034524,714.66
2016-11-15T22:00:00.000000,235.48955626,710.14
2016-11-15T23:00:00.000000,309.44095937,712.38
2016-11-16T00:00:00.000000,183.57703094,712.29
