time_period_end,volume_traded,price_close
2017-09-18T01:00:00.000000,10378.59526032,264.14
2017-09-18T02:00:00.000000,23645.33773598,270.5
2017-09-18T03:00:00.000000,37502.70807332,282.39
2017-09-18T04:00:00.000000,21173.94239672,279.68
2017-09-18T05:00:00.000000,7789.68067158,281.59
2017-09-18T06:00:00.000000,30830.20904243,291.71
2017-09-18T07:00:00.000000,26628.8697763,294.45
2017-09-18T08:00:00.000000,28653.64567458,287.89
2017-09-18T09:00:00.000000,12432.73617853,287.05
2017-09-18T10:00:00.000000,10570.75665927,284.21
2017-09-18T11:00:00.000000,9326.76099347,287.9
2017-09-18T12:00:00.000000,7780.1160152,286.74
2017-09-18T13:00:00.000000,26239.68704262,297.92
2017-09-18T14:00:00.000000,19236.38143719,296.89
2017-09-18T15:00:00.000000,21296.37307463,290.23
2017-09-18T16:00:00.000000,13597.9092359,292.37
2017-09-18T17:00:00.000000,9722.14365687,290.71
2017-09-18T18:00:00.000000,9631.70509106,291.0
2017-09-18T19:00:00.000000,7770.31625429,293.07
2017-09-18T20:00:00.000000,5242.28921439,291.04
2017-09-18T21:00:00.000000,2284.58080549,288.05
2017-09-18T22:00:00.000000,13780.78425093,294.57
2017-09-18T23:00:00.000000,10810.09602835,293.37
2017-09-19T00:00:00.000000,4349.28868868,296.81
