assetA_id,assetB_id,assetA_name,assetB_name,closing_price,volume
1,4,BTC,USD,317507520.40313715
3,1,ETH,BTC,7677.20904373
3,4,ETH,USD,65977206.73841119
3,6,ETH,USDT,97775395.2811268
14,1,NEO,BTC,1728.0051752
14,6,NEO,USDT,14329241.38975669
15,4,EOS,USD,102388432.8152043
20,1,IOTA,BTC,729.3616564076428
14,4,NEO,USD,9081854.217855996
30,1,NXT,BTC,21.381726806964554
14,3,NEO,ETH,3759.42656535
30,6,NXT,USDT,150078.8998043237
