time_period_end,volume_traded,price_open,price_close,price_high,price_low,trades_count
2018-07-06T00:00:00.000000,1360.0,0.0001533,0.0001471,0.0001533,0.0001471,5
2018-07-08T00:00:00.000000,10.0,0.000138,0.000138,0.000138,0.000138,1
2018-07-09T00:00:00.000000,20.0,0.0001346,0.0001348,0.0001348,0.0001346,2
2018-07-10T00:00:00.000000,16650.0,0.0001338,0.0001368,0.00015,0.0001333,15
2018-07-11T00:00:00.000000,20.0,0.0001382,0.0001385,0.0001385,0.0001382,2
2018-07-12T00:00:00.000000,26220.0,0.0001469,0.0001355,0.000207,0.000133,55
2018-07-13T00:00:00.000000,750.0,0.0001326,0.0001326,0.0001326,0.0001326,3
2018-07-16T00:00:00.000000,690.0,0.000128,0.000128,0.000128,0.000128,1
2018-07-17T00:00:00.000000,10.0,0.0001289,0.0001289,0.0001289,0.0001289,1
2018-07-18T00:00:00.000000,3830.0,0.0001354,0.0001474,0.0001474,0.0001354,5
2018-07-19T00:00:00.000000,890.0,0.0001468,0.0001468,0.0001468,0.0001468,3
2018-07-21T00:00:00.000000,560.0,0.0001421,0.0001421,0.0001421,0.0001421,1
2018-07-23T00:00:00.000000,3500.0,0.000136,0.000136,0.000136,0.000136,4
2018-07-25T00:00:00.000000,3430.0,0.000151,0.0001442,0.0001511,0.0001442,4
2018-07-27T00:00:00.000000,34210.0,0.00017,0.0001394,0.0001707,0.0001394,29
2018-07-28T00:00:00.000000,8110.0,0.0001433,0.0001448,0.0001455,0.0001433,7
2018-07-29T00:00:00.000000,1120.0,0.0001481,0.0001524,0.0001662,0.0001481,11
2018-07-30T00:00:00.000000,3790.0,0.0001616,0.0001667,0.0001714,0.0001616,18
2018-07-31T00:00:00.000000,1110.0,0.0001621,0.000168,0.000168,0.0001616,8
2018-08-01T00:00:00.000000,2440.0,0.0001685,0.0001544,0.0001685,0.0001544,8
2018-08-04T00:00:00.000000,15470.0,0.0001399,0.0001281,0.000155,0.0001281,15
2018-08-05T00:00:00.000000,28370.0,0.0001328,0.0001263,0.0001328,0.0001263,67
2018-08-06T00:00:00.000000,3800.0,0.000127,0.0001294,0.0001295,0.0001268,65
2018-08-07T00:00:00.000000,17520.0,0.0001197,0.0001645,0.0001645,1.5e-06,15
2018-08-08T00:00:00.000000,320.0,0.0001192,0.000126,0.0001261,0.0001177,4
2018-08-09T00:00:00.000000,530.0,0.0001106,0.0001149,0.000126,0.0001106,12
2018-08-10T00:00:00.000000,3210.0,0.0001137,0.0001143,0.0001143,0.0001136,25
2018-08-11T00:00:00.000000,1570.0,0.0001143,0.0001145,0.0001148,0.0001143,7
