time_period_end,volume_traded,price_close
2017-08-06T01:00:00.000000,219207.63051249,1.8
2017-08-06T02:00:00.000000,128078.80565229,1.7983
2017-08-06T03:00:00.000000,87145.75106999,1.8023
2017-08-06T04:00:00.000000,71610.05812639,1.8
2017-08-06T05:00:00.000000,45249.82458288,1.8103
2017-08-06T06:00:00.000000,75937.10547569,1.798
2017-08-06T07:00:00.000000,31743.25221801,1.8008
2017-08-06T08:00:00.000000,74368.35688921,1.7852
2017-08-06T09:00:00.000000,65056.54072956,1.7909
2017-08-06T10:00:00.000000,44394.14066042,1.8099
2017-08-06T11:00:00.000000,14630.97651839,1.7931
2017-08-06T12:00:00.000000,28082.0888861,1.7932
2017-08-06T13:00:00.000000,14384.65419547,1.7941
2017-08-06T14:00:00.000000,84850.49635134,1.7886
2017-08-06T15:00:00.000000,53028.31488432,1.8049
2017-08-06T16:00:00.000000,64752.13089344,1.8212
2017-08-06T17:00:00.000000,92912.97527955,1.8171
2017-08-06T18:00:00.000000,38872.10735978,1.8117
2017-08-06T19:00:00.000000,25491.45064997,1.8079
2017-08-06T20:00:00.000000,9525.62384679,1.7984
2017-08-06T21:00:00.000000,17666.36349847,1.7832
2017-08-06T22:00:00.000000,119244.44791955,1.769
2017-08-06T23:00:00.000000,42051.7086634,1.7748
2017-08-07T00:00:00.000000,116311.90513573,1.7538
