time_period_end,volume_traded,price_open,price_close,price_high,price_low,trades_count
2018-06-19T00:00:00.000000,13394.54103412,0.00048182,0.00046,0.00048182,0.00046,65
2018-06-20T00:00:00.000000,21757.07113966,0.000457,0.000427,0.000457,0.000407,109
2018-06-21T00:00:00.000000,77082.68210712,0.00043,0.00042502,0.00043001,0.00039302,156
2018-06-22T00:00:00.000000,14345.83582239,0.000425,0.00041679,0.000429,0.00041,44
2018-06-23T00:00:00.000000,30089.09796201,0.00041674,0.00041022,0.000426,0.000391,117
2018-06-24T00:00:00.000000,30211.55555064,0.00041022,0.00048307,0.0005255,0.00041022,148
2018-06-25T00:00:00.000000,7342.23571754,0.00047219,0.00041735,0.00047219,0.00039701,80
2018-06-26T00:00:00.000000,91620.32674824,0.000428,0.000462,0.000707,0.000428,300
2018-06-27T00:00:00.000000,39600.07610959,0.00047276,0.00053232,0.00061001,0.00046303,145
2018-06-28T00:00:00.000000,18383.48082444,0.00053232,0.00047709,0.0005511,0.00045841,83
2018-06-29T00:00:00.000000,20811.42423837,0.0004771,0.000465,0.00048708,0.000465,50
2018-06-30T00:00:00.000000,25678.69808595,0.000463,0.00048025,0.00051299,0.00044701,173
2018-07-01T00:00:00.000000,4215.54428481,0.00047542,0.00045512,0.00051299,0.00044688,77
2018-07-02T00:00:00.000000,7252.96009318,0.00045513,0.000444,0.00045558,0.000444,21
2018-07-03T00:00:00.000000,9480.41494685,0.000444,0.000498,0.0005423,0.000444,90
2018-07-04T00:00:00.000000,11074.31741367,0.000498,0.00050095,0.0005445,0.00046002,69
2018-07-05T00:00:00.000000,2077.56071647,0.000512,0.00048851,0.000512,0.00046495,61
2018-07-06T00:00:00.000000,9300.03467601,0.00048752,0.000488,0.00049996,0.00047946,155
2018-07-07T00:00:00.000000,1318.49272437,0.00049397,0.000466,0.00049397,0.000463,37
2018-07-08T00:00:00.000000,2148.38903245,0.000477,0.000488,0.00052262,0.000462,74
2018-07-09T00:00:00.000000,2804.52384072,0.000469,0.00047253,0.00047253,0.00045301,36
2018-07-10T00:00:00.000000,10348.15873282,0.00047014,0.000503,0.0005214,0.00047014,94
2018-07-11T00:00:00.000000,22386.37567382,0.0005025,0.00050798,0.00053,0.000493,96
2018-07-12T00:00:00.000000,23843.39105241,0.0004965,0.00048309,0.0004965,0.00045803,118
2018-07-13T00:00:00.000000,12077.75398758,0.00047347,0.00048086,0.0005198,0.000463,67
2018-07-14T00:00:00.000000,7484.86984259,0.00047748,0.000489,0.000489,0.000462,53
2018-07-15T00:00:00.000000,1627.91911106,0.00048899,0.00048758,0.000489,0.000465,39
2018-07-16T00:00:00.000000,1461.01151381,0.00048562,0.00049033,0.0005198,0.00046753,45
2018-07-17T00:00:00.000000,3508.22657876,0.00048918,0.00046836,0.00048918,0.00045301,50
2018-07-18T00:00:00.000000,6796.21312451,0.00046695,0.00048535,0.00052,0.000448,94
2018-07-19T00:00:00.000000,16310.24291979,0.00048599,0.00053028,0.000541,0.000485,88
2018-07-20T00:00:00.000000,19862.60191371,0.00053027,0.00052802,0.00053499,0.00050001,86
2018-07-21T00:00:00.000000,28617.2057721,0.00053283,0.00052826,0.000564,0.00051796,155
2018-07-22T00:00:00.000000,16002.03349028,0.00054246,0.00052552,0.00055298,0.000508,102
2018-07-23T00:00:00.000000,5039.43216251,0.00052379,0.000512,0.00053,0.00051199,25
2018-07-24T00:00:00.000000,19581.05981446,0.00051023,0.00054422,0.00055125,0.0004861,188
2018-07-25T00:00:00.000000,19049.16591729,0.000534,0.000516,0.000534,0.000475,175
2018-07-26T00:00:00.000000,22250.710531,0.00051548,0.00050509,0.00054321,0.00048001,211
2018-07-27T00:00:00.000000,7280.01038014,0.00050509,0.00049968,0.000541,0.000491,111
2018-07-28T00:00:00.000000,17807.5811548,0.00050499,0.000551,0.000555,0.000495,79
2018-07-29T00:00:00.000000,5542.06655524,0.000551,0.000542,0.00055787,0.000535,33
2018-07-30T00:00:00.000000,19035.17315416,0.000542,0.00058594,0.0006,0.000542,104
2018-07-31T00:00:00.000000,76076.46241375,0.00057819,0.00055672,0.00063224,0.00055392,178
2018-08-01T00:00:00.000000,13823.95781473,0.00056859,0.000527,0.00058756,0.00051101,116
2018-08-02T00:00:00.000000,6066.29047001,0.00053099,0.00054,0.000551,0.00051809,65
2018-08-03T00:00:00.000000,1440.99494063,0.000545,0.000514,0.000545,0.00051306,52
2018-08-04T00:00:00.000000,26291.72281438,0.000514,0.000467,0.00052193,0.000449,217
2018-08-05T00:00:00.000000,1261.7124722,0.000489,0.000455,0.000498,0.000455,49
2018-08-06T00:00:00.000000,685.33886902,0.000454,0.00045327,0.000464,0.000444,33
2018-08-07T00:00:00.000000,11866.25583511,0.000457,0.000454,0.000502,0.000421,161
2018-08-08T00:00:00.000000,36729.11782811,0.000441,0.00041299,0.00045108,0.00038649,190
2018-08-09T00:00:00.000000,23349.21818069,0.000415,0.000391,0.000415,0.000375,128
2018-08-10T00:00:00.000000,16969.50191261,0.00038954,0.000391,0.000391,0.000365,92
2018-08-11T00:00:00.000000,25044.74632474,0.00039061,0.00039823,0.000424,0.0003723,329
2018-08-12T00:00:00.000000,3916.65859274,0.00039783,0.000404,0.000438,0.0003959,119
