time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-04-01T00:00:05.000000;2016-04-01T00:00:05.000000;dae0e9fb-799b-49c0-98aa-6b9a119f3f9f;416.23;0.01;UNKNOWN
2016-04-01T00:00:05.000000;2016-04-01T00:00:05.000000;9f55e11e-b61e-4496-a42b-679327ff0f13;416.02;0.03;UNKNOWN
2016-04-01T00:00:05.000000;2016-04-01T00:00:05.000000;74abe8bf-adee-4b4a-bbf2-05ac9dc3b90c;416.03;0.0499;UNKNOWN
2016-04-01T00:00:05.000000;2016-04-01T00:00:05.000000;c360b999-7917-4b66-96d5-3b7c5111573d;416.34;1.235966;UNKNOWN
2016-04-01T00:00:05.000000;2016-04-01T00:00:05.000000;cc3cdba5-7904-4137-9b8b-b039980213df;416.2;0.2;UNKNOWN
2016-04-01T00:00:28.000000;2016-04-01T00:00:28.000000;f084fe7c-fbaf-45d2-b6ac-bd546c7cf920;416.19;0.06;UNKNOWN
2016-04-01T00:01:25.000000;2016-04-01T00:01:25.000000;49a13201-5fe0-4af9-815f-c253f95f4ab4;415.81;0.05953204;UNKNOWN
2016-04-01T00:02:35.000000;2016-04-01T00:02:35.000000;89a97b05-e20f-4708-aeed-510a4084d1d8;415.81;0.48466659;UNKNOWN
2016-04-01T00:06:05.000000;2016-04-01T00:06:05.000000;b11fbbf7-3326-4b23-9faa-5e0222f08902;415.86;0.11084914;UNKNOWN
2016-04-01T00:06:30.000000;2016-04-01T00:06:30.000000;b7dd4ac0-c927-43ce-a676-e4efee3e0faa;415.92;0.02409763;UNKNOWN
2016-04-01T00:07:17.000000;2016-04-01T00:07:17.000000;1f6a2464-0b1c-476e-8304-9950b793ee98;415.92;0.22;UNKNOWN
2016-04-01T00:08:11.000000;2016-04-01T00:08:11.000000;61d901b0-9ab2-4807-9c03-f4b91528429e;415.93;0.79;UNKNOWN
2016-04-01T00:08:11.000000;2016-04-01T00:08:11.000000;0db2c974-7bdc-4a15-a4ff-f9364c9b4a5d;416.01;0.2;UNKNOWN
2016-04-01T00:09:17.000000;2016-04-01T00:09:17.000000;ce3576e1-1170-4469-a0f0-a975b478017b;415.93;1.08426341;UNKNOWN
2016-04-01T00:09:37.000000;2016-04-01T00:09:37.000000;9e703845-fa95-4856-a0b9-e3bc681ee033;416.39;2.8184438;UNKNOWN
2016-04-01T00:10:34.000000;2016-04-01T00:10:34.000000;735521c3-bd05-4689-811f-1c8dfee8b925;416.21;0.8011512;UNKNOWN
2016-04-01T00:10:34.000000;2016-04-01T00:10:34.000000;75e0b5ae-3043-46c8-b322-84d363f2acb7;416.21;0.24095063;UNKNOWN
2016-04-01T00:10:36.000000;2016-04-01T00:10:36.000000;64c4d665-aea8-474f-ba55-d9368c150d1d;416.21;0.24095063;UNKNOWN
2016-04-01T00:10:37.000000;2016-04-01T00:10:37.000000;14d76971-8fa2-47d5-b2d5-46a7ca56def0;416.21;0.24095642;UNKNOWN
2016-04-01T00:12:29.000000;2016-04-01T00:12:29.000000;cc769f40-3606-476d-9a74-e003f4a72d63;416.21;0.02296879;UNKNOWN
2016-04-01T00:12:29.000000;2016-04-01T00:12:29.000000;78b3c01e-4849-4c99-a635-add2d2c8215c;416.21;0.10238773;UNKNOWN
2016-04-01T00:12:37.000000;2016-04-01T00:12:37.000000;b8d9737f-6452-4fcc-ad87-e664ef78e157;416.21;0.48148961;UNKNOWN
2016-04-01T00:15:32.000000;2016-04-01T00:15:32.000000;21194ebf-eab7-4b19-9d69-4252695d5f2b;416.21;2.16916217;UNKNOWN
2016-04-01T00:16:04.000000;2016-04-01T00:16:04.000000;929b9441-f74b-42a9-a46c-425de6328d10;416.37;0.1;UNKNOWN
2016-04-01T00:17:37.000000;2016-04-01T00:17:37.000000;d7e35a3b-5f9c-4a2d-a4b6-3c0769c1f54c;416.1;0.79775042;UNKNOWN
2016-04-01T00:17:40.000000;2016-04-01T00:17:40.000000;598fece0-347d-4030-8c85-9ef9da38306c;416.1;0.79803154;UNKNOWN
2016-04-01T00:18:05.000000;2016-04-01T00:18:05.000000;6c86b7f7-a138-4da7-baa4-0d7fe5d95525;416.1;0.66488196;UNKNOWN
2016-04-01T00:18:05.000000;2016-04-01T00:18:05.000000;e4bc6051-27bd-43b2-bbf0-1cab33de8173;416.1;4.33511804;UNKNOWN
2016-04-01T00:21:25.000000;2016-04-01T00:21:25.000000;0950494f-6c25-41de-9469-252e61875d2e;415.85;0.02952473;UNKNOWN
2016-04-01T00:22:36.000000;2016-04-01T00:22:36.000000;efc1d8e3-218a-476c-a1bf-d73277916e73;416.33;3.67965863;UNKNOWN
2016-04-01T00:22:42.000000;2016-04-01T00:22:42.000000;c8da7cac-6d2e-4939-9dd1-2486716990f8;416.33;0.81717587;UNKNOWN
2016-04-01T00:22:43.000000;2016-04-01T00:22:43.000000;1f9bf7de-1e60-4282-87ed-f2e75e4f2f86;416.33;0.83251174;UNKNOWN
2016-04-01T00:26:05.000000;2016-04-01T00:26:05.000000;16a6b1f4-56fb-4001-93d0-beb7bb2064c4;415.94;0.072811;UNKNOWN
