assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,8233.373655804686
3,1,ETH,BTC,0.05693644831055388
3,4,ETH,USD,468.75660900159556
1,6,BTC,USDT,8224.876575939248
3,6,ETH,USDT,469.1956229658591
14,1,NEO,BTC,0.004128091746297301
15,1,EOS,BTC,0.0010159917392505238
15,4,EOS,USD,8.37
14,4,NEO,USD,34.048
