time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-04-17T00:03:00.000000;2016-04-17T00:03:00.432098;10bd855e-656c-40d7-a39e-d4b128413f88;8.616;10.0;SELL
2016-04-17T00:03:00.000000;2016-04-17T00:03:00.432098;8e766b18-037b-45cf-a446-d2451d2d0397;8.616;10.0;SELL
2016-04-17T00:03:07.000000;2016-04-17T00:03:07.336788;f9c3f509-e922-4e14-b95f-e29271fe0d1d;8.6171;2.18157745;SELL
2016-04-17T00:03:07.000000;2016-04-17T00:03:07.343784;fda43a8a-1aad-4cff-9875-f949e1462ba4;8.589;2.5;SELL
2016-04-17T00:03:07.000000;2016-04-17T00:03:07.349778;f8ac601f-ff7d-441e-8477-9543adf69508;8.589;5.31842255;SELL
2016-04-17T00:03:09.000000;2016-04-17T00:03:09.722013;badc3cd2-a505-4b46-a12f-c01655dc4c78;8.589;10.0;SELL
2016-04-17T00:03:11.000000;2016-04-17T00:03:11.784223;6ce3ce76-9efa-474f-b08e-0e4c5f438e1a;8.589;10.0;SELL
2016-04-17T00:03:15.000000;2016-04-17T00:03:15.370590;3651c233-a690-4b6f-8651-ce6ef0be4210;8.59;10.0;SELL
2016-04-17T00:03:17.000000;2016-04-17T00:03:17.924840;1f0c91a7-c0be-4131-8b43-07d25de3e1c6;8.59;10.0;SELL
2016-04-17T00:04:33.000000;2016-04-17T00:04:33.097359;ae4fac25-78a1-48b6-bda1-e2040102aff3;8.669;2.0;BUY
2016-04-17T00:06:27.000000;2016-04-17T00:06:28.044845;ba089a95-6acb-4724-bdf3-60b4155e031e;8.669;0.5;BUY
2016-04-17T00:06:27.000000;2016-04-17T00:06:28.054864;b238f949-d699-47da-adcd-1d788cc22288;8.67;2.15787581;BUY
2016-04-17T00:06:38.000000;2016-04-17T00:06:38.899930;d8df9d77-4ed3-4715-b9b5-c477350e4c83;8.67;4.04212419;BUY
2016-04-17T00:06:38.000000;2016-04-17T00:06:38.905930;158c3dd9-fe43-4715-a7bd-4aea2658cc4f;8.68;0.95787581;BUY
2016-04-17T00:06:47.000000;2016-04-17T00:06:48.030846;d1d16950-f904-49f8-ac0c-9da08a703a62;8.68;5.0;BUY
2016-04-17T00:07:54.000000;2016-04-17T00:07:54.330490;ec29331a-fda2-45d8-a7eb-be5583e8cdc1;8.6431;4.2006028;SELL
2016-04-17T00:07:54.000000;2016-04-17T00:07:54.340496;8188e456-7e11-452d-b8e2-a670e0f35bb2;8.643;5.7993972;SELL
2016-04-17T00:08:11.000000;2016-04-17T00:08:11.941277;4cbae94a-7f4c-4db2-80b6-4de6fc375d4c;8.6461;4.2006028;SELL
2016-04-17T00:08:11.000000;2016-04-17T00:08:11.954260;e5b76948-e3c4-49ec-aea6-07a8e88958b9;8.646;5.7993972;SELL
2016-04-17T00:08:51.000000;2016-04-17T00:08:51.747809;25791929-7d2f-49fc-a01b-d6d055c911bb;8.635;10.0;SELL
2016-04-17T00:09:02.000000;2016-04-17T00:09:03.002940;a85589f2-78f8-448e-a4a2-90936174cd62;8.635;10.0;SELL
2016-04-17T00:09:06.000000;2016-04-17T00:09:06.560296;f1878eef-d069-4dad-bc7a-1482567bf38c;8.635;10.0;SELL
2016-04-17T00:09:07.000000;2016-04-17T00:09:07.814425;6231aef1-60fb-42a8-885c-b821f0fa5950;8.635;30.0;SELL
2016-04-17T00:09:10.000000;2016-04-17T00:09:10.598705;38fc9f9a-97f9-4be5-b044-06fc2ab7892b;8.635;10.0;SELL
2016-04-17T00:09:11.000000;2016-04-17T00:09:11.906844;5eb7ebdd-6f90-4dfa-b9c0-134d9fbe28b8;8.636;10.0;SELL
