time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-01-29T01:00:00.000000,9662.371097990039,369.61496871625894
2016-01-29T02:00:00.000000,5632.11365737,367.4470292544997
2016-01-29T03:00:00.000000,3039.0822185200054,367.93567303371196
2016-01-29T04:00:00.000000,7542.022761100027,365.8282228140173
2016-01-29T05:00:00.000000,1802.2576616899971,368.3149048107418
2016-01-29T06:00:00.000000,1731.0572816199958,368.3978517428375
2016-01-29T07:00:00.000000,1703.811706799999,371.011520975821
2016-01-29T08:00:00.000000,3200.1723837000004,372.94021806558123
2016-01-29T09:00:00.000000,600.33646204,371.673083956288
2016-01-29T10:00:00.000000,3186.9603910600026,376.6147970136643
2016-01-29T11:00:00.000000,6827.55512027002,381.89198529211404
2016-01-29T12:00:00.000000,827.7000264399998,382.2583769941864
2016-01-29T13:00:00.000000,793.8874859299993,381.99615202950866
2016-01-29T14:00:00.000000,1269.7959888199998,379.54114878965095
2016-01-29T15:00:00.000000,1348.5425085699987,379.158633465163
2016-01-29T16:00:00.000000,923.2779974999996,379.0963940473197
2016-01-29T17:00:00.000000,943.9801281199998,379.3678125429988
2016-01-29T18:00:00.000000,1627.719004819998,377.70883115769806
2016-01-29T19:00:00.000000,847.2091053899998,377.97815493698283
2016-01-29T20:00:00.000000,968.5002648100001,377.775055540763
2016-01-29T21:00:00.000000,1351.1581096499954,375.61450992287837
2016-01-29T22:00:00.000000,1660.1972372499981,375.1787031122738
2016-01-29T23:00:00.000000,4063.3885304400033,375.73056965467543
2016-01-30T00:00:00.000000,636.1221991900001,379.49163341115525
