time_period_end,volume_traded,price_open,price_close,price_high,price_low,trades_count
2017-06-29T00:00:00.000000,374396.83949736,0.00017498,0.00017511,0.000176,0.00017218,64
2017-06-30T00:00:00.000000,48458597.70441278,0.00017678,0.00017247,0.000203,0.00016,10653
2017-07-01T00:00:00.000000,19356737.80166116,0.00017301,0.000148,0.00017729,0.000143,5257
2017-07-02T00:00:00.000000,16061094.51108262,0.000148,0.00015423,0.00017994,0.000146,3089
2017-07-03T00:00:00.000000,9910771.00126707,0.000155,0.0001455,0.00016498,0.00014199,1495
2017-07-04T00:00:00.000000,38282807.48859175,0.00014915,0.00019899,0.00019899,0.00014915,4525
2017-07-05T00:00:00.000000,20450847.01778951,0.00019899,0.00020937,0.00023449,0.0001879,4171
2017-07-06T00:00:00.000000,6920849.94385394,0.00020938,0.00018559,0.0002101,0.00018181,1072
2017-07-07T00:00:00.000000,7110135.50824039,0.00018559,0.00018432,0.0001986,0.0001735,1080
2017-07-08T00:00:00.000000,8898907.82973913,0.00018462,0.00018,0.00018994,0.00017,1219
2017-07-09T00:00:00.000000,5426486.48756955,0.00018,0.00017287,0.00018,0.0001635,828
2017-07-10T00:00:00.000000,3235363.67304344,0.00017,0.000163,0.0001797,0.00016201,962
2017-07-11T00:00:00.000000,7796998.75103919,0.000165,0.00013889,0.0001728,0.00013888,1427
2017-07-12T00:00:00.000000,17017087.19210662,0.00013889,0.000126,0.00014,0.000125,4675
2017-07-13T00:00:00.000000,9460179.83181507,0.00012713,0.00013549,0.000138,0.000126,2961
2017-07-14T00:00:00.000000,10537514.18638447,0.00013549,0.00013615,0.0001395,0.000132,3069
2017-07-15T00:00:00.000000,12563086.23245988,0.0001345,0.0001275,0.00013697,0.0001275,1256
2017-07-16T00:00:00.000000,5989097.05919402,0.000127,0.00013592,0.00013596,0.00012655,696
2017-07-17T00:00:00.000000,5191048.59926509,0.00013591,0.00014751,0.00015676,0.00013299,1098
2017-07-18T00:00:00.000000,4238131.64913083,0.00014815,0.00014075,0.000162,0.00013885,923
2017-07-19T00:00:00.000000,16474611.24131147,0.00013885,0.000128,0.00014092,0.00012751,2335
2017-07-20T00:00:00.000000,14157060.01749494,0.000128,0.00013152,0.00013721,0.00012221,1812
2017-07-21T00:00:00.000000,10018342.10583535,0.00013152,0.00012902,0.000135,0.0001245,838
2017-07-22T00:00:00.000000,13549238.46927072,0.00013001,0.000173,0.00018199,0.00013001,2851
2017-07-23T00:00:00.000000,45486427.0795619,0.000174,0.000363,0.000363,0.00017204,7055
2017-07-24T00:00:00.000000,49132709.55904673,0.000365,0.00037875,0.00045,0.00031115,10011
2017-07-25T00:00:00.000000,10261515.84455281,0.00037875,0.00034347,0.00038499,0.0003167,2350
2017-07-26T00:00:00.000000,11249659.30804338,0.00034347,0.000282,0.000344,0.00027,2286
2017-07-27T00:00:00.000000,7691885.51517267,0.000285,0.00028041,0.000305,0.00026207,1561
2017-07-28T00:00:00.000000,3192324.77739019,0.00028002,0.0002885,0.00029885,0.0002788,814
2017-07-29T00:00:00.000000,3460568.15432402,0.0002885,0.000275,0.00029089,0.00027,1037
2017-07-30T00:00:00.000000,3234372.20231137,0.000275,0.00025807,0.0002788,0.00025008,825
2017-07-31T00:00:00.000000,668716.78784265,0.00025949,0.00026207,0.000265,0.00025123,339
2017-08-01T00:00:00.000000,1601685.7658277,0.00026207,0.00026301,0.0002895,0.000252,753
2017-08-02T00:00:00.000000,3640438.53625532,0.00026764,0.00024306,0.00026995,0.00024002,1174
2017-08-03T00:00:00.000000,3281178.97695639,0.00024303,0.000247,0.00026,0.0002413,659
2017-08-04T00:00:00.000000,2403747.05904306,0.00024647,0.00024511,0.00025,0.000238,559
2017-08-05T00:00:00.000000,3051646.86345006,0.00025,0.000259,0.00026,0.000248,879
2017-08-06T00:00:00.000000,8594456.95762473,0.000258,0.00026005,0.00029,0.00023006,2176
2017-08-07T00:00:00.000000,6538728.74837668,0.00026006,0.00024,0.0002675,0.000237,1469
2017-08-08T00:00:00.000000,6033780.16998089,0.00024,0.00026325,0.00028895,0.000234,1513
2017-08-09T00:00:00.000000,7319139.19337173,0.000266,0.00025001,0.000295,0.000241,1755
2017-08-10T00:00:00.000000,3840440.88177107,0.0002482,0.00022559,0.00025347,0.00021879,1098
2017-08-11T00:00:00.000000,6392056.00046241,0.00021865,0.00022303,0.00023995,0.00021545,1077
2017-08-12T00:00:00.000000,13151583.35708207,0.000223,0.0002575,0.00029982,0.00021905,3881
2017-08-13T00:00:00.000000,7660701.82667625,0.00025598,0.000223,0.00025713,0.00021879,2143
2017-08-14T00:00:00.000000,9925338.57965764,0.00022713,0.00021501,0.000235,0.00020307,2660
2017-08-15T00:00:00.000000,5107097.68275948,0.00021501,0.0002055,0.00022173,0.0001911,1613
2017-08-16T00:00:00.000000,8434923.64906652,0.00021,0.00020957,0.0002265,0.00019,1832
2017-08-17T00:00:00.000000,3793890.86076969,0.00020752,0.00020271,0.00021949,0.00019,1407
2017-08-18T00:00:00.000000,14291551.88677059,0.00019828,0.00020384,0.00026402,0.00018388,3337
