assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,8217.398430253472
3,1,ETH,BTC,0.05676364556512422
3,4,ETH,USD,466.3034783635201
1,6,BTC,USDT,8215.501958580579
3,6,ETH,USDT,466.45227070865656
14,1,NEO,BTC,0.004066584131207647
15,1,EOS,BTC,0.0010127015713594233
15,4,EOS,USD,8.3335
14,4,NEO,USD,33.477
