time_period_end,volume_traded,price_close
2017-03-15T01:00:00.000000,661.19431996,28.779
2017-03-15T02:00:00.000000,11489.28497946,28.745
2017-03-15T03:00:00.000000,1940.4877856,28.774
2017-03-15T04:00:00.000000,3290.99660658,28.46
2017-03-15T05:00:00.000000,1501.11414186,28.569
2017-03-15T06:00:00.000000,3966.16903775,28.86
2017-03-15T07:00:00.000000,3810.16300304,28.7
2017-03-15T08:00:00.000000,1338.22970072,28.604
2017-03-15T09:00:00.000000,4838.36560425,29.009
2017-03-15T10:00:00.000000,16195.83606189,29.336
2017-03-15T11:00:00.000000,1708.14353691,29.2
2017-03-15T12:00:00.000000,14655.65382339,29.599
2017-03-15T13:00:00.000000,12522.19056573,29.501
2017-03-15T14:00:00.000000,96100.43737228,30.503
2017-03-15T15:00:00.000000,29406.42108528,30.811
2017-03-15T16:00:00.000000,21362.36103016,30.471
2017-03-15T17:00:00.000000,9537.56905048,31.101
2017-03-15T18:00:00.000000,26745.06047007,31.749
2017-03-15T19:00:00.000000,43275.95928676,32.71
2017-03-15T20:00:00.000000,36460.75003647,32.541
2017-03-15T21:00:00.000000,30661.33515503,33.0
2017-03-15T22:00:00.000000,3173.24918786,33.1
2017-03-15T23:00:00.000000,158.60936,34.327
2017-03-16T00:00:00.000000,18917.95318735,34.796
