time_period_end,volume_traded,price_close
2018-07-04T01:00:00.000000,0.90677378,458.99
2018-07-04T02:00:00.000000,3.36494357,452.0
2018-07-04T07:00:00.000000,0.02143211,459.693
2018-07-04T08:00:00.000000,0.51216929,460.046
2018-07-04T09:00:00.000000,0.1678784,464.836
2018-07-04T10:00:00.000000,0.01376007,464.931
2018-07-04T11:00:00.000000,0.0034634,465.034
2018-07-04T13:00:00.000000,0.17587375,470.268
2018-07-04T14:00:00.000000,18.19281214,477.0
2018-07-04T16:00:00.000000,0.02062487,477.0
2018-07-04T17:00:00.000000,0.01849309,472.771
2018-07-04T18:00:00.000000,6.66e-05,475.78
2018-07-04T23:00:00.000000,0.90677378,468.492
2018-07-05T00:00:00.000000,8.464e-05,468.51
