time_period_end,volume_traded,price_close
2017-07-28T01:00:00.000000,4435.09137838,203.25
2017-07-28T02:00:00.000000,1643.98581982,202.86
2017-07-28T03:00:00.000000,586.68666122,202.29
2017-07-28T04:00:00.000000,1070.22520747,201.69
2017-07-28T05:00:00.000000,2304.78145243,201.36
2017-07-28T06:00:00.000000,1504.10246928,202.69
2017-07-28T07:00:00.000000,3052.60663639,201.38
2017-07-28T08:00:00.000000,4719.70754828,199.47
2017-07-28T09:00:00.000000,5607.8337687,199.7
2017-07-28T10:00:00.000000,5060.72281062,199.11
2017-07-28T11:00:00.000000,9753.8770744,197.0
2017-07-28T12:00:00.000000,26120.5811638,190.04
2017-07-28T13:00:00.000000,14739.58110527,191.09
2017-07-28T14:00:00.000000,9876.23077777,193.46
2017-07-28T15:00:00.000000,13537.45946345,196.67
2017-07-28T16:00:00.000000,7471.01054732,194.5
2017-07-28T17:00:00.000000,4844.02129947,193.46
2017-07-28T18:00:00.000000,2135.20179984,193.6
2017-07-28T19:00:00.000000,2846.68625434,192.98
2017-07-28T20:00:00.000000,4806.21728755,194.03
2017-07-28T21:00:00.000000,2018.10862568,194.58
2017-07-28T22:00:00.000000,3429.34908969,192.33
2017-07-28T23:00:00.000000,5711.71938695,191.3
2017-07-29T00:00:00.000000,1487.27952508,191.2
