time_period_end,volume_traded,price_close
2015-07-01T01:00:00.000000,276.53906286,264.95
2015-07-01T02:00:00.000000,458.40479884,264.65
2015-07-01T03:00:00.000000,316.02429799,264.65
2015-07-01T04:00:00.000000,387.9607207,262.19
2015-07-01T05:00:00.000000,403.19382157,260.19
2015-07-01T06:00:00.000000,367.0605113,260.45
2015-07-01T07:00:00.000000,240.35564882,261.35
2015-07-01T08:00:00.000000,375.7242608,262.02
2015-07-01T09:00:00.000000,563.65466008,257.99
2015-07-01T10:00:00.000000,133.92706652,256.11
2015-07-01T11:00:00.000000,107.78499243,256.02
2015-07-01T12:00:00.000000,197.6761747,257.42
2015-07-01T13:00:00.000000,336.59361412,255.35
2015-07-01T14:00:00.000000,304.45190624,256.76
2015-07-01T15:00:00.000000,405.54410911,257.93
2015-07-01T16:00:00.000000,357.64769,257.8
2015-07-01T17:00:00.000000,525.4528602,258.79
2015-07-01T18:00:00.000000,303.65371731,258.09
2015-07-01T19:00:00.000000,353.45963769,259.31
2015-07-01T20:00:00.000000,408.57119051,259.44
2015-07-01T21:00:00.000000,255.01995286,259.4
2015-07-01T22:00:00.000000,310.4817,259.3
2015-07-01T23:00:00.000000,497.21453579,258.59
2015-07-02T00:00:00.000000,329.53325726,259.02
