time_period_end,volume_traded,price_close
2017-03-16T01:00:00.000000,81539.72567348,39.15
2017-03-16T02:00:00.000000,57377.2926649,37.3
2017-03-16T03:00:00.000000,35605.4510693,38.14
2017-03-16T04:00:00.000000,70594.69817175,40.01
2017-03-16T05:00:00.000000,47052.78426276,40.03
2017-03-16T06:00:00.000000,21709.89641549,39.87
2017-03-16T11:00:00.000000,8305.23896043,42.55
2017-03-16T12:00:00.000000,17755.05170056,42.58
2017-03-16T13:00:00.000000,23629.12703597,41.92
2017-03-16T14:00:00.000000,27516.08767858,39.5
2017-03-16T15:00:00.000000,19096.99919356,39.13
2017-03-16T16:00:00.000000,18668.72295782,40.41
2017-03-16T17:00:00.000000,12857.82986484,40.32
2017-03-16T18:00:00.000000,14487.50866525,40.75
2017-03-16T19:00:00.000000,15822.66613998,39.81
2017-03-16T20:00:00.000000,19295.52542462,40.4
2017-03-16T21:00:00.000000,62557.63317096,44.24
2017-03-16T22:00:00.000000,62040.91331128,46.26
2017-03-16T23:00:00.000000,25315.91936099,46.03
2017-03-17T00:00:00.000000,17146.5930175,45.96
