time_period_end,volume_traded,price_close
2018-03-02T01:00:00.000000,202801.89384895,8.5542
2018-03-02T02:00:00.000000,69135.72467784,8.539
2018-03-02T03:00:00.000000,25401.63201494,8.44
2018-03-02T04:00:00.000000,45518.77115384,8.48
2018-03-02T05:00:00.000000,52425.51528447,8.384
2018-03-02T06:00:00.000000,35358.48543157,8.2833
2018-03-02T07:00:00.000000,35892.60215611,8.323
2018-03-02T08:00:00.000000,98733.51210065,8.3019
2018-03-02T09:00:00.000000,65527.24367238,8.3581
2018-03-02T10:00:00.000000,83285.90335931,8.23
2018-03-02T11:00:00.000000,54107.99322642,8.1974
2018-03-02T12:00:00.000000,38419.25943734,8.1657
2018-03-02T13:00:00.000000,54654.00604078,8.2103
2018-03-02T14:00:00.000000,115705.51570868,8.1099
2018-03-02T15:00:00.000000,514850.59845489,7.9174
2018-03-02T16:00:00.000000,97299.80496482,7.97
2018-03-02T17:00:00.000000,103069.05099849,7.9531
2018-03-02T18:00:00.000000,48105.56985727,8.0063
2018-03-02T19:00:00.000000,55601.14940486,7.9999
2018-03-02T20:00:00.000000,39692.97788536,7.958
2018-03-02T21:00:00.000000,55317.45212802,8.041
2018-03-02T22:00:00.000000,54241.21913637,7.9728
2018-03-02T23:00:00.000000,136950.89753769,8.047
2018-03-03T00:00:00.000000,40520.4482061,8.0061
