assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,7933.784658292313
3,1,ETH,BTC,0.05832433314325957
3,4,ETH,USD,462.03535613729315
1,6,BTC,USDT,7926.105882018291
3,6,ETH,USDT,462.7856147314951
14,1,NEO,BTC,0.004170429222056973
15,1,EOS,BTC,0.0010467644510933271
15,4,EOS,USD,8.3052
14,4,NEO,USD,33.1
