time_period_end,volume_traded,price_close
2016-11-05T01:00:00.000000,7947.52659299,0.9732
2016-11-05T02:00:00.000000,5490.82654301,0.9742
2016-11-05T03:00:00.000000,2849.998644,0.9757
2016-11-05T04:00:00.000000,6168.888245,0.98
2016-11-05T05:00:00.000000,1077.3720711,0.979
2016-11-05T06:00:00.000000,2342.725,0.97221
2016-11-05T07:00:00.000000,5779.549395,0.98
2016-11-05T08:00:00.000000,7555.55221441,0.982
2016-11-05T09:00:00.000000,1615.02621886,0.97929
2016-11-05T10:00:00.000000,4669.76540452,0.9794
2016-11-05T11:00:00.000000,1493.47185572,0.9848
2016-11-05T12:00:00.000000,1992.03238378,0.9782
2016-11-05T13:00:00.000000,11469.32703971,1.0251
2016-11-05T14:00:00.000000,17359.99072661,1.051
2016-11-05T15:00:00.000000,3394.56445326,1.0422
2016-11-05T16:00:00.000000,2930.14666711,1.0539
2016-11-05T17:00:00.000000,2452.47026687,1.0219
2016-11-05T18:00:00.000000,1518.53423491,1.0147
2016-11-05T19:00:00.000000,16604.76518861,1.0506
2016-11-05T20:00:00.000000,203.97398529,1.04
2016-11-05T21:00:00.000000,702.396464,1.044
2016-11-05T22:00:00.000000,136.29261255,1.0627
2016-11-05T23:00:00.000000,3091.53331164,1.053
2016-11-06T00:00:00.000000,997.88102146,1.0391
