time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-02-08T01:00:00.000000,392.1777065699998,373.6200437656963
2016-02-08T02:00:00.000000,507.1722380400001,374.33037678339423
2016-02-08T03:00:00.000000,312.61434147000006,374.8383776663363
2016-02-08T04:00:00.000000,569.1958622,374.14882009579287
2016-02-08T05:00:00.000000,206.21993420999974,374.4067504977326
2016-02-08T06:00:00.000000,288.7562796999999,374.64059601107283
2016-02-08T07:00:00.000000,674.3000461799991,375.5216339260729
2016-02-08T08:00:00.000000,300.90899370999995,375.5964865708076
2016-02-08T09:00:00.000000,703.4091970999998,376.39703531255714
2016-02-08T10:00:00.000000,245.21868962000005,374.98223085311184
2016-02-08T11:00:00.000000,388.66493788999986,375.07566547802725
2016-02-08T12:00:00.000000,119.57096793999999,375.3469754126973
2016-02-08T13:00:00.000000,1041.4751179000004,375.41173803514727
2016-02-08T14:00:00.000000,1169.197753879999,374.86320641941944
2016-02-08T15:00:00.000000,1186.27711643,373.6920781285803
2016-02-08T16:00:00.000000,375.54177000000016,374.16964111200804
2016-02-08T17:00:00.000000,1048.86326474,373.51074057370283
2016-02-08T18:00:00.000000,1180.2718416399996,373.6082899357779
2016-02-08T19:00:00.000000,327.1583022799998,373.5738185793046
2016-02-08T20:00:00.000000,2070.52511097,371.1624806351481
2016-02-08T21:00:00.000000,1094.22311659,370.3806560932795
2016-02-08T22:00:00.000000,906.6580169600006,371.98238379036076
2016-02-08T23:00:00.000000,974.2069350299997,371.4142788148286
2016-02-09T00:00:00.000000,798.59798069,370.5382543477955
