time_period_end,volume_traded,price_close
2018-06-30T01:00:00.000000,0.0111857,6227.551
2018-06-30T02:00:00.000000,18.09593208,6425.808
2018-06-30T03:00:00.000000,15.85089126,6380.501
2018-06-30T04:00:00.000000,6.89153554,6396.3
2018-06-30T05:00:00.000000,0.75346144,6383.0
2018-06-30T06:00:00.000000,3.15216447,6381.264
2018-06-30T07:00:00.000000,0.2828559,6370.39
2018-06-30T08:00:00.000000,3.26423472,6396.208
2018-06-30T09:00:00.000000,0.0016883,6359.692
2018-06-30T10:00:00.000000,0.08781543,6358.892
2018-06-30T11:00:00.000000,0.01798575,6373.3
2018-06-30T12:00:00.000000,0.00194146,6390.777
2018-06-30T13:00:00.000000,0.28709508,6383.2
2018-06-30T14:00:00.000000,0.01590526,6368.443
2018-06-30T15:00:00.000000,1.36656559,6332.857
2018-06-30T16:00:00.000000,0.46127321,6344.924
2018-06-30T17:00:00.000000,0.04706447,6323.77
2018-06-30T18:00:00.000000,1.31549475,6325.08
2018-06-30T19:00:00.000000,0.7472286,6318.83
2018-06-30T20:00:00.000000,0.00924421,6321.263
2018-06-30T21:00:00.000000,0.49450525,6334.9
2018-06-30T23:00:00.000000,0.405,6327.769
2018-07-01T00:00:00.000000,1.21445683,6386.271
