time_period_end,volume_traded,price_close
2018-07-17T01:00:00.000000,26790.81062168,17.33
2018-07-17T02:00:00.000000,13241.98688498,17.25
2018-07-17T03:00:00.000000,14538.96758389,17.343
2018-07-17T04:00:00.000000,8063.85176611,17.335
2018-07-17T05:00:00.000000,19850.53921477,17.162
2018-07-17T06:00:00.000000,49534.89913759,16.997
2018-07-17T07:00:00.000000,11723.50187129,17.01
2018-07-17T08:00:00.000000,52623.13972364,17.181
2018-07-17T09:00:00.000000,25869.60454879,17.114
2018-07-17T10:00:00.000000,6087.38229345,17.066
2018-07-17T11:00:00.000000,15396.84498835,17.179
2018-07-17T12:00:00.000000,8903.91775725,16.992
2018-07-17T13:00:00.000000,9827.52292098,17.09
2018-07-17T14:00:00.000000,27885.66657931,17.035
2018-07-17T15:00:00.000000,17292.37698821,17.026
2018-07-17T16:00:00.000000,8619.14050714,17.17
2018-07-17T17:00:00.000000,28530.70614124,17.078
2018-07-17T18:00:00.000000,164472.05085003,17.837
2018-07-17T19:00:00.000000,178806.21136335,18.05
2018-07-17T20:00:00.000000,40302.25003211,17.987
2018-07-17T21:00:00.000000,46353.79256207,17.9
2018-07-17T22:00:00.000000,43118.22163908,18.014
2018-07-17T23:00:00.000000,24026.22672901,17.947
2018-07-18T00:00:00.000000,19830.30694781,17.951
