time_period_end,volume_traded,price_open,price_close,price_high,price_low,trades_count
2017-12-18T00:00:00.000000,26981743.57063732,1.386e-05,1.623e-05,1.807e-05,1.373e-05,15048
2017-12-19T00:00:00.000000,21615659.34726834,1.623e-05,2.047e-05,2.343e-05,1.623e-05,16131
2017-12-20T00:00:00.000000,18680685.19048232,2.047e-05,2.119e-05,2.3e-05,1.915e-05,15846
2017-12-21T00:00:00.000000,20071103.98041153,2.128e-05,2.306e-05,2.341e-05,1.877e-05,15735
2017-12-22T00:00:00.000000,14601255.66517935,2.306e-05,2.365e-05,2.554e-05,2.11e-05,13663
2017-12-23T00:00:00.000000,14285184.9341532,2.367e-05,2.232e-05,2.407e-05,1.863e-05,11588
2017-12-24T00:00:00.000000,10884021.79453032,2.232e-05,2.277e-05,2.425e-05,2.182e-05,9298
2017-12-25T00:00:00.000000,12608762.91035526,2.274e-05,2.68e-05,2.726e-05,2.152e-05,10238
2017-12-26T00:00:00.000000,20681067.74024043,2.68e-05,2.769e-05,3.319e-05,2.501e-05,17429
2017-12-27T00:00:00.000000,16179921.14408996,2.773e-05,2.567e-05,3.143e-05,2.241e-05,14372
2017-12-28T00:00:00.000000,23769424.95372395,2.562e-05,2.622e-05,3.222e-05,2.325e-05,17082
2017-12-29T00:00:00.000000,15640211.1006917,2.611e-05,2.663e-05,2.81e-05,2.28e-05,13576
2017-12-30T00:00:00.000000,13462191.10303067,2.668e-05,2.608e-05,2.73e-05,2.515e-05,11784
2017-12-31T00:00:00.000000,13048722.40045868,2.615e-05,2.77e-05,2.775e-05,2.453e-05,11508
2018-01-01T00:00:00.000000,16597263.95963221,2.77e-05,2.965e-05,3.227e-05,2.626e-05,16936
2018-01-02T00:00:00.000000,18928985.55507377,2.965e-05,3.52e-05,3.6e-05,2.852e-05,16439
2018-01-03T00:00:00.000000,36874444.43835878,3.52e-05,3.82e-05,4.48e-05,3.233e-05,32134
2018-01-04T00:00:00.000000,20952746.94442269,3.82e-05,4.227e-05,4.661e-05,3.202e-05,23270
2018-01-05T00:00:00.000000,17399805.10601494,4.252e-05,3.937e-05,4.731e-05,3.928e-05,18928
2018-01-06T00:00:00.000000,17220546.61784291,3.937e-05,3.251e-05,4.45e-05,3.058e-05,19871
2018-01-07T00:00:00.000000,15384810.57845022,3.252e-05,3.799e-05,4.444e-05,3.25e-05,17211
2018-01-08T00:00:00.000000,23670742.91606327,3.799e-05,4.651e-05,5e-05,3.76e-05,27605
2018-01-09T00:00:00.000000,22586213.11974212,4.739e-05,5.726e-05,6.293e-05,4.12e-05,24846
2018-01-10T00:00:00.000000,18038263.25001085,5.726e-05,6.248e-05,6.777e-05,5.425e-05,27076
2018-01-11T00:00:00.000000,10397279.70794713,6.248e-05,5.38e-05,6.248e-05,5.286e-05,15662
2018-01-12T00:00:00.000000,7626143.86204199,5.331e-05,4.935e-05,5.383e-05,4.75e-05,10653
2018-01-13T00:00:00.000000,5094523.47872633,4.935e-05,5.388e-05,5.622e-05,4.825e-05,9858
2018-01-14T00:00:00.000000,3961148.01846185,5.371e-05,5.311e-05,5.505e-05,5.161e-05,6776
2018-01-15T00:00:00.000000,4453009.38486115,5.341e-05,4.847e-05,5.344e-05,4.815e-05,6800
2018-01-16T00:00:00.000000,6214683.15534255,4.848e-05,5.057e-05,5.29e-05,4.323e-05,11199
2018-01-17T00:00:00.000000,10017758.36473856,5.057e-05,4.198e-05,5.057e-05,3.589e-05,12534
