time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-04-28T00:23:11.000000;2016-04-28T00:23:11.118563;8ede6eb2-4750-470c-878c-b5bba8e3361f;7.75;1.0;SELL
2016-04-28T00:23:11.000000;2016-04-28T00:23:11.118563;dc5a5fd9-0f74-4a25-b724-f2a32e2c629d;7.75;1.0;SELL
2016-04-28T00:23:11.000000;2016-04-28T00:23:11.127618;a73724f7-6c79-43b8-b374-28f89c62072e;7.725;2.6975;SELL
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.827124;4c35874c-8522-4202-8d66-40a79b9a0031;7.8049;0.5730659;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.837256;e6b14456-bfe7-4f09-b777-a95ad43a7a03;7.82;19.7;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.841113;1f79ea58-d68c-436a-876e-62d111df03e8;7.8375;0.57710065;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.841113;facf24a1-0c9c-4773-a769-46122285aca2;7.838;32.0;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.844844;75659fd0-79a9-468f-a1df-e1dd82250de2;7.838;32.0;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.866126;432cefcd-5447-44b4-92a5-6299b0609a46;7.85;4.0;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.909809;11f11aa4-1636-46dc-ad4e-9258e73fb204;7.8528;5.2804;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.929170;2f6f9ee1-70d2-4ce5-a48f-262110b6e248;7.8646;3.489299;BUY
2016-04-28T00:27:04.000000;2016-04-28T00:27:04.932130;87fc8520-db35-453a-bd6c-24b5b975e370;7.8683;0.57438254;BUY
2016-04-28T00:27:05.000000;2016-04-28T00:27:05.934252;b0de6a71-b041-4346-800f-fba799e9af77;7.87;40.8;SELL
2016-04-28T00:27:06.000000;2016-04-28T00:27:06.301357;17c47c92-c5a5-4520-837c-1ce6fe9d797e;7.87;33.5012427;SELL
2016-04-28T00:27:06.000000;2016-04-28T00:27:06.537333;9471c915-64c2-4d96-aad3-d7c06acbd241;7.87;11.81375665;SELL
