time_period_end,volume_traded,price_close
2016-08-16T01:00:00.000000,3084.82896019,11.16
2016-08-16T02:00:00.000000,192.10247603,11.1
2016-08-16T03:00:00.000000,17.87331248,11.129
2016-08-16T04:00:00.000000,373.5966184,11.138
2016-08-16T05:00:00.000000,0.15595288,11.134
2016-08-16T06:00:00.000000,2.0,11.054
2016-08-16T07:00:00.000000,104.222249,11.134
2016-08-16T08:00:00.000000,98.86694594,11.1
2016-08-16T09:00:00.000000,32.1843944,11.1
2016-08-16T10:00:00.000000,1334.76377869,11.17
2016-08-16T11:00:00.000000,116.45556732,11.061
2016-08-16T12:00:00.000000,241.9405561,11.056
2016-08-16T13:00:00.000000,271.96412248,10.954
2016-08-16T14:00:00.000000,1518.72142002,10.998
2016-08-16T15:00:00.000000,1795.45964991,11.07
2016-08-16T16:00:00.000000,4786.04962757,11.11
2016-08-16T17:00:00.000000,91.07731092,11.11
2016-08-16T18:00:00.000000,683.49831112,11.11
2016-08-16T19:00:00.000000,1343.32840767,11.099
2016-08-16T20:00:00.000000,106.3949691,11.1
2016-08-16T21:00:00.000000,2884.34810038,11.09
2016-08-16T22:00:00.000000,1452.40533851,11.1
2016-08-16T23:00:00.000000,256.12049727,11.07
2016-08-17T00:00:00.000000,263.2898565,11.02
