time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-01-13T01:00:00.000000,1173.7297354899906,432.5499997474897
2016-01-13T02:00:00.000000,885.1141425599882,430.81319059317826
2016-01-13T03:00:00.000000,421.8958294899979,432.4112158556061
2016-01-13T04:00:00.000000,318.48285175999735,434.08658298138573
2016-01-13T05:00:00.000000,244.42062918999977,433.25427656993816
2016-01-13T06:00:00.000000,359.80595793999936,432.2741604230284
2016-01-13T07:00:00.000000,235.9201599999998,432.3287635214509
2016-01-13T08:00:00.000000,183.3222565099999,433.22515627779256
2016-01-13T09:00:00.000000,156.45356108999982,433.1624211958415
2016-01-13T10:00:00.000000,74.28783050999999,432.32098920002795
2016-01-13T11:00:00.000000,201.50957521999896,430.6913992714031
2016-01-13T12:00:00.000000,149.27292161999995,430.1907530484052
2016-01-13T13:00:00.000000,217.33525350999903,428.7084409208052
2016-01-13T14:00:00.000000,324.9264161899984,427.4588736104477
2016-01-13T15:00:00.000000,404.0756026199976,430.63900029084346
2016-01-13T16:00:00.000000,377.13885521999924,431.21104484691585
2016-01-13T17:00:00.000000,343.6493160499991,430.43481857941373
2016-01-13T18:00:00.000000,366.88144149999937,429.9560786124826
2016-01-13T19:00:00.000000,273.15747970999854,429.8778677424785
2016-01-13T20:00:00.000000,410.9625558999983,429.224577321082
2016-01-13T21:00:00.000000,271.9158248900007,429.4563425766564
2016-01-13T22:00:00.000000,472.81803448999955,429.12529652139347
2016-01-13T23:00:00.000000,769.0999184399986,431.62675035591195
2016-01-14T00:00:00.000000,364.19454655,432.6295743581711
