time_period_end,volume_traded,price_close
2018-07-03T01:00:00.000000,0.04734435,474.0
2018-07-03T03:00:00.000000,1e-08,474.0
2018-07-03T04:00:00.000000,0.02692,480.824
2018-07-03T05:00:00.000000,0.08180108,483.141
2018-07-03T07:00:00.000000,10.0,481.189
2018-07-03T10:00:00.000000,2.16844025,477.01
2018-07-03T11:00:00.000000,30.81949642,467.99
2018-07-03T13:00:00.000000,1.80307995,474.788
2018-07-03T14:00:00.000000,0.00067221,471.046
2018-07-03T15:00:00.000000,57.70484953,465.893
2018-07-03T16:00:00.000000,0.03612455,466.982
2018-07-03T17:00:00.000000,0.05795414,468.724
2018-07-03T20:00:00.000000,0.03885026,469.416
2018-07-04T00:00:00.000000,10.0,462.22
