time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-04-09T00:00:31.000000;2016-04-09T00:00:31.000000;ee6364be-5dfc-4dd9-be39-b482968cab5b;419.48;0.43666;UNKNOWN
2016-04-09T00:01:01.000000;2016-04-09T00:01:01.000000;5d2ec5e5-b92d-490e-969f-1852a12605c9;419.52;0.5;UNKNOWN
2016-04-09T00:01:01.000000;2016-04-09T00:01:01.000000;d308f7e0-c882-4280-aaca-98ca03ae2721;419.52;0.12365;UNKNOWN
2016-04-09T00:01:30.000000;2016-04-09T00:01:30.000000;c81606c0-650a-416e-b038-3216ffbd6ad8;419.55;1.80541;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;a13e7293-8f7d-4e8b-ae39-7fbe0644aeff;419.61;0.19795681;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;dffca4b7-00d6-415c-8e7d-35fa328b2a12;419.61;0.01;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;34f1b72a-297b-4a0d-b9f1-f0a2475f43cb;419.6;0.02;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;27f52ccb-d88a-48d1-832c-9e32f7c298fa;419.6;0.47209319;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;6e5ebaf0-4eef-4be8-a127-e0be8b572694;419.58;0.12;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;2b647695-2cb5-4c8b-93e8-de2b7374f867;419.6;0.0125;UNKNOWN
2016-04-09T00:02:00.000000;2016-04-09T00:02:00.000000;fbe34ade-90c1-4f7c-a83a-a01700a24980;419.57;0.035;UNKNOWN
2016-04-09T00:02:31.000000;2016-04-09T00:02:31.000000;f71d546f-59e0-4216-8034-e1f48cfdefa4;419.68;0.80584;UNKNOWN
2016-04-09T00:02:31.000000;2016-04-09T00:02:31.000000;ec37220c-9594-4fea-8b61-06082959309d;419.65;0.01;UNKNOWN
2016-04-09T00:02:31.000000;2016-04-09T00:02:31.000000;e8bd47cb-f678-4e70-a494-1db21bcbc0ca;419.67;0.01;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;baab8080-88c0-47cc-a03c-4227a10cff56;419.56;0.07;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;56dbe79c-f2b4-4cab-9b35-e6da175a7cd1;419.5;0.18644;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;2a18fb74-5fc0-47bb-a4e0-4b8eaa25c4c8;419.54;0.1;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;58cef0a4-8d10-4552-8a8c-9178d9dd923b;419.55;0.0368;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;14da6f50-c476-4495-bf86-d5fea4adee7b;419.57;0.23;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;2924db08-e2aa-4432-b652-1dd1f8943e49;419.55;0.01;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;22ec3766-87e6-41f5-ad83-4d8024f0d093;419.58;0.097;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;90841e0b-af05-46e3-8140-8c1da7eac100;419.58;0.0237;UNKNOWN
2016-04-09T00:03:01.000000;2016-04-09T00:03:01.000000;7627d9aa-5bd2-4086-8b8f-9cfad0f034b5;419.6;0.0213;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;c10d8cbe-a63a-4f47-afe9-a63236052135;419.66;0.0252;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;babbbc63-3ad9-42b8-ae31-5b493fada335;419.66;0.0265;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;01b29427-89e4-4d93-a214-16222f3c787b;419.65;0.035;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;d415361d-662c-4379-bf6b-e1cb872e560e;419.66;0.0266;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;80e00e74-3279-4ac1-aa92-fb18f333da61;419.66;0.0273;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;1c01d187-90d4-40b1-bed7-121e8ee52f26;419.66;0.0271;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;5a18a15e-861b-4af6-a482-e4990bfe6607;419.64;0.0257;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;7cf7b8a6-f914-477e-aa66-a748171c8730;419.66;0.0264;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;09abb973-6746-43dc-8335-12a226b70f91;419.65;0.3;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;f4cb9636-c9ac-4a61-aef2-9d414db62566;419.66;0.102;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;308ccce7-c41b-494d-83ac-320de8a20044;419.66;0.0264;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;c858b3e2-d32c-49d4-81bf-11bc99111550;419.49;0.14914;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;4705e5d6-6cc2-4106-9ee1-bd4369baf45f;419.5;0.75;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;953bce80-e77f-4706-bcc4-eff737ebfa2f;419.56;0.091;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;24df7f58-236a-4f64-8709-53cf4c5c32fb;419.6;0.0245;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;cce35c8f-c47f-408a-9aa3-6f94feb4931b;419.6;0.5;UNKNOWN
2016-04-09T00:03:31.000000;2016-04-09T00:03:31.000000;7a5993a0-4459-4aa0-add6-bbe07502ffaf;419.62;0.0257;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;92cf9890-2eb7-425f-b769-6d722de69e20;419.6;0.107;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;336f2dac-bf58-46fe-a48f-953ed034f7ff;419.48;0.248;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;a8520b93-bb6b-491a-8dbc-9ca87d3d6030;419.66;0.0226;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;08048e59-bf57-44a7-888f-87ad1639e139;419.66;0.0319;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;96b17f85-b508-4d01-bddc-bc58aa158161;419.47;0.1;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;6289e054-dd18-4d88-921f-aa696a6e6b18;419.65;0.098;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;7fe2b8e4-2c0d-46ab-88be-6ba557e84d34;419.49;0.01;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;37a5990c-92e3-4683-9f44-cc36118f6c34;419.47;0.035;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;ab3fe495-bfb9-4fa3-bbe0-c8c3fc102ca9;419.65;0.035;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;9b51909d-59d4-4014-aea9-3ba77d29caef;419.55;0.081;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;a6032997-79b6-4298-8fa0-ace9a5e1b956;419.39;0.01;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;f114b118-3fc9-4711-b954-e2b8b4131070;419.4;0.3;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;f7ecadbf-c194-4130-a67e-5c94132bd722;419.44;0.127;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;56e256a5-37ba-4036-b92a-c9c4826b1d32;419.46;0.71499999;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;9a280a59-0e69-4317-906f-99167a20c794;419.32;0.116;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;9799f976-196e-4735-8129-07f219cd1f60;419.32;0.05;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;b767140c-e563-42ef-b56e-e8e52f3a8cd6;419.33;0.05;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;64e70b90-6e6f-4fbc-9f2e-9eebfa66595c;419.35;0.01;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;661538b5-3bfe-4068-a4aa-8fc41c427f7c;419.38;0.102;UNKNOWN
2016-04-09T00:04:02.000000;2016-04-09T00:04:02.000000;365ddfb1-3062-4ae7-8894-7b8e7b9d1677;419.34;0.05;UNKNOWN
