time_period_end,volume_traded,price_close
2016-10-03T01:00:00.000000,1732.30089588,13.29
2016-10-03T02:00:00.000000,4810.09282639,13.33
2016-10-03T03:00:00.000000,1315.96967671,13.28
2016-10-03T04:00:00.000000,1084.83613802,13.31
2016-10-03T05:00:00.000000,1094.34087754,13.27
2016-10-03T06:00:00.000000,378.044543,13.26
2016-10-03T07:00:00.000000,1284.49557749,13.29
2016-10-03T08:00:00.000000,197.891249,13.31
2016-10-03T09:00:00.000000,251.8062634,13.31
2016-10-03T10:00:00.000000,482.0343982,13.29
2016-10-03T11:00:00.000000,124.89601687,13.31
2016-10-03T12:00:00.000000,262.16043312,13.3
2016-10-03T13:00:00.000000,165.784866,13.29
2016-10-03T14:00:00.000000,708.2095601,13.27
2016-10-03T15:00:00.000000,911.11313436,13.31
2016-10-03T16:00:00.000000,3467.8802587,13.34
2016-10-03T17:00:00.000000,2461.345829,13.33
2016-10-03T18:00:00.000000,2083.18450714,13.38
2016-10-03T19:00:00.000000,3660.19016625,13.45
2016-10-03T20:00:00.000000,1151.86377439,13.38
2016-10-03T21:00:00.000000,1076.52567729,13.49
2016-10-03T22:00:00.000000,2732.57540569,13.51
2016-10-03T23:00:00.000000,2764.896735,13.53
2016-10-04T00:00:00.000000,1881.96603508,13.51
