time_period_end,volume_traded,price_close
2016-12-09T01:00:00.000000,7056.67772228,0.80961
2016-12-09T02:00:00.000000,1907.60963724,0.8
2016-12-09T03:00:00.000000,1716.10393607,0.8
2016-12-09T04:00:00.000000,786.833243,0.8
2016-12-09T05:00:00.000000,213.10100616,0.8027
2016-12-09T06:00:00.000000,1368.103889,0.80421
2016-12-09T07:00:00.000000,323.94999226,0.803
2016-12-09T08:00:00.000000,310.851592,0.8032
2016-12-09T09:00:00.000000,105.693829,0.8
2016-12-09T10:00:00.000000,6644.53627929,0.80001
2016-12-09T11:00:00.000000,9196.78805245,0.8
2016-12-09T12:00:00.000000,16580.00333257,0.80402
2016-12-09T13:00:00.000000,239.00146542,0.80771
2016-12-09T14:00:00.000000,3474.6804136,0.80511
2016-12-09T15:00:00.000000,5444.50829608,0.81623
2016-12-09T16:00:00.000000,28.857531,0.81873
2016-12-09T17:00:00.000000,1323.08947312,0.81881
2016-12-09T18:00:00.000000,2007.79560788,0.8245
2016-12-09T19:00:00.000000,2326.91,0.83239
2016-12-09T20:00:00.000000,3401.50405968,0.8361
2016-12-09T21:00:00.000000,718.718262,0.83111
2016-12-09T22:00:00.000000,548.888361,0.82911
2016-12-09T23:00:00.000000,1546.9680455,0.82304
2016-12-10T00:00:00.000000,1622.5197385,0.80989
