assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,8173.1678909312905
3,1,ETH,BTC,0.05585660183338198
3,4,ETH,USD,456.55905955582267
1,6,BTC,USDT,8175.155553431203
3,6,ETH,USDT,456.5149168391261
14,1,NEO,BTC,0.0039024096701639056
15,1,EOS,BTC,0.0009467594187679985
15,4,EOS,USD,7.737
14,4,NEO,USD,31.951
