time_period_end,volume_traded,price_close
2016-12-12T01:00:00.000000,310.81791954,8.26
2016-12-12T02:00:00.000000,534.742433,8.26
2016-12-12T03:00:00.000000,703.34601,8.26
2016-12-12T04:00:00.000000,453.725039,8.26
2016-12-12T05:00:00.000000,614.954983,8.26
2016-12-12T06:00:00.000000,887.89608367,8.28
2016-12-12T07:00:00.000000,906.02917954,8.25
2016-12-12T08:00:00.000000,629.97750533,8.29
2016-12-12T09:00:00.000000,3157.48196136,8.23
2016-12-12T10:00:00.000000,1234.75389324,8.18
2016-12-12T11:00:00.000000,5070.15540411,8.32
2016-12-12T12:00:00.000000,340.83764309,8.31
2016-12-12T13:00:00.000000,1132.17470283,8.44
2016-12-12T14:00:00.000000,2339.06584473,8.39
2016-12-12T15:00:00.000000,1889.60730875,8.47
2016-12-12T16:00:00.000000,3025.17181389,8.38
2016-12-12T17:00:00.000000,2214.12416695,8.47
2016-12-12T18:00:00.000000,615.87515293,8.47
2016-12-12T19:00:00.000000,2412.26886536,8.41
2016-12-12T20:00:00.000000,3159.39544269,8.33
2016-12-12T21:00:00.000000,7018.39676925,8.58
2016-12-12T22:00:00.000000,1444.87013187,8.57
2016-12-12T23:00:00.000000,1576.44624084,8.54
2016-12-13T00:00:00.000000,2782.80607532,8.5
