time_period_end,volume_traded,price_close
2016-12-12T01:00:00.000000,2446.25513472,0.92474
2016-12-12T02:00:00.000000,6040.28144682,0.92242
2016-12-12T03:00:00.000000,895.51270968,0.9234
2016-12-12T04:00:00.000000,1500.55062267,0.93003
2016-12-12T05:00:00.000000,54.35502874,0.92339
2016-12-12T06:00:00.000000,4.537091,0.92264
2016-12-12T07:00:00.000000,1271.05936409,0.92459
2016-12-12T08:00:00.000000,349.4010203,0.92
2016-12-12T09:00:00.000000,9485.98465555,0.94953
2016-12-12T10:00:00.000000,6343.660053,0.95016
2016-12-12T11:00:00.000000,2263.82264804,0.94312
2016-12-12T12:00:00.000000,3647.7193902,0.91511
2016-12-12T13:00:00.000000,128.52674,0.91421
2016-12-12T14:00:00.000000,75.7773,0.9229
2016-12-12T15:00:00.000000,2425.04735375,0.91
2016-12-12T16:00:00.000000,111.93291232,0.90929
2016-12-12T17:00:00.000000,6316.35568104,0.90349
2016-12-12T18:00:00.000000,382.6222,0.9153
2016-12-12T19:00:00.000000,272.29296034,0.92
2016-12-12T20:00:00.000000,987.05739169,0.92161
2016-12-12T21:00:00.000000,420.45937039,0.9061
2016-12-12T22:00:00.000000,509.090302,0.9275
2016-12-12T23:00:00.000000,2118.17080962,0.92701
2016-12-13T00:00:00.000000,6234.06674812,0.9061
