time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-04-11T01:00:00.000000,4094.6100374099988,8.627490602849834
2016-04-11T02:00:00.000000,515.52044054,8.504973115758125
2016-04-11T03:00:00.000000,1047.13966629,8.646077180892098
2016-04-11T04:00:00.000000,688.2859132199999,8.724362595185864
2016-04-11T05:00:00.000000,340.12026349999996,8.703075744292489
2016-04-11T06:00:00.000000,313.46845687999996,8.646438309155998
2016-04-11T07:00:00.000000,1466.92393882,8.664758372824526
2016-04-11T08:00:00.000000,550.9860607600002,8.61298768144185
2016-04-11T09:00:00.000000,1079.37546595,8.309787321937723
2016-04-11T10:00:00.000000,1654.2237967400004,8.155046636822643
2016-04-11T11:00:00.000000,1314.7389595100003,8.103008052894879
2016-04-11T12:00:00.000000,414.48486504,8.398033499639794
2016-04-11T13:00:00.000000,285.10150784999996,8.386759845207955
2016-04-11T14:00:00.000000,83.21719999999999,8.468573129851041
2016-04-11T15:00:00.000000,352.50926823000003,8.446999157818482
2016-04-11T16:00:00.000000,1.38157891,8.385553862732314
2016-04-11T17:00:00.000000,240.78716986,8.381595343456103
2016-04-11T18:00:00.000000,132.49619165,8.427348315661874
2016-04-11T19:00:00.000000,290.52344789999995,8.535567254834307
2016-04-11T20:00:00.000000,106.77523843,8.726551886752363
2016-04-11T21:00:00.000000,261.82217877000005,8.603188299735379
2016-04-11T22:00:00.000000,1616.96693442,8.64943052743953
2016-04-11T23:00:00.000000,511.6908561,8.70919916519102
2016-04-12T00:00:00.000000,104.0,8.689596153846153
