time_period_end,volume_traded,price_close
2018-06-28T01:00:00.000000,2.3895,6146.146
2018-06-28T02:00:00.000000,4.96529949,6099.498
2018-06-28T03:00:00.000000,3.12357481,6108.774
2018-06-28T04:00:00.000000,0.02576707,6090.0
2018-06-28T05:00:00.000000,0.61488656,6098.774
2018-06-28T07:00:00.000000,0.6,6115.27
2018-06-28T08:00:00.000000,6.93657441,6118.88
2018-06-28T09:00:00.000000,0.1,6135.1
2018-06-28T10:00:00.000000,0.33208896,6110.023
2018-06-28T11:00:00.000000,1.43763543,6116.0
2018-06-28T13:00:00.000000,2.54750173,6140.0
2018-06-28T14:00:00.000000,0.22302026,6114.407
2018-06-28T15:00:00.000000,0.2426074,6105.0
2018-06-28T16:00:00.000000,1.99906761,6113.964
2018-06-28T17:00:00.000000,0.8670414,6124.75
2018-06-28T18:00:00.000000,0.81945606,6124.51
2018-06-28T19:00:00.000000,0.2,6124.51
2018-06-28T20:00:00.000000,0.09804939,6115.01
2018-06-28T21:00:00.000000,0.0878304,6070.691
2018-06-28T22:00:00.000000,3.25675454,5909.721
2018-06-28T23:00:00.000000,3.16987969,5930.0
2018-06-29T00:00:00.000000,1.05498921,5870.402
