time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-01-06T01:00:00.000000,670.0766153500008,430.8944973347415
2016-01-06T02:00:00.000000,200.55155959,431.55387629074136
2016-01-06T03:00:00.000000,796.2375034799995,429.68626167412015
2016-01-06T04:00:00.000000,1625.711876229998,427.01459814479813
2016-01-06T05:00:00.000000,343.9842351799999,427.1011953112892
2016-01-06T06:00:00.000000,193.0724954599999,428.6905294248524
2016-01-06T07:00:00.000000,323.7107305899998,429.0594884276717
2016-01-06T08:00:00.000000,307.6500257099999,429.35029474173007
2016-01-06T09:00:00.000000,208.32383809000004,429.360466711861
2016-01-06T10:00:00.000000,139.19206868999996,429.28227341340715
2016-01-06T11:00:00.000000,294.86972512,428.25804916033735
2016-01-06T12:00:00.000000,248.69508822999995,429.33286199370184
2016-01-06T13:00:00.000000,164.75556225,429.74773894481734
2016-01-06T14:00:00.000000,238.4681867500001,429.52263871082533
2016-01-06T15:00:00.000000,289.3548949,429.3716261406507
2016-01-06T16:00:00.000000,162.53159098999996,429.6681185007522
2016-01-06T17:00:00.000000,426.9980087500003,429.502052004487
2016-01-06T18:00:00.000000,321.31337691999977,429.91957964757967
2016-01-06T19:00:00.000000,126.39888621000004,429.54063343929204
2016-01-06T20:00:00.000000,125.71558834999998,429.22288055483057
2016-01-06T21:00:00.000000,321.7433285999998,429.7774933914397
2016-01-06T22:00:00.000000,196.28739395000002,430.3025846618654
2016-01-06T23:00:00.000000,252.62691285999998,430.6794912873522
2016-01-07T00:00:00.000000,1461.8452721300007,429.01672812281595
