time_exchange_hour,volume_prior_to_this_hour,vwap_prior_to_this_hour
2016-01-06T01:00:00.000000,222.65587888000027,432.26543800776824
2016-01-06T02:00:00.000000,426.9963605299989,432.93554741969837
2016-01-06T03:00:00.000000,354.28324810999806,431.31709281681196
2016-01-06T04:00:00.000000,418.2742966599985,430.118646125017
2016-01-06T05:00:00.000000,206.12624992999997,429.92877613168935
2016-01-06T06:00:00.000000,155.86488134000143,430.8467412352002
2016-01-06T07:00:00.000000,116.44505086000065,431.4666514049659
2016-01-06T08:00:00.000000,188.10492252999998,432.02888300502144
2016-01-06T09:00:00.000000,124.52111026000057,431.49808676009405
2016-01-06T10:00:00.000000,122.70771661000033,432.3859624434277
2016-01-06T11:00:00.000000,79.3022096000001,431.5825620620366
2016-01-06T12:00:00.000000,130.48663391000048,432.3150177262804
2016-01-06T13:00:00.000000,227.38189677000022,432.63625684172007
2016-01-06T14:00:00.000000,110.74155806000041,432.53257428834326
2016-01-06T15:00:00.000000,201.59088795000062,432.847576983713
2016-01-06T16:00:00.000000,273.59644262,432.74867364706705
2016-01-06T17:00:00.000000,269.79127353999985,431.99772485485653
2016-01-06T18:00:00.000000,197.99976779999974,432.3779182490189
2016-01-06T19:00:00.000000,280.93770278999966,432.0673141563833
2016-01-06T20:00:00.000000,363.23029063999917,431.41853504487074
2016-01-06T21:00:00.000000,279.1597915599986,431.3042346414268
2016-01-06T22:00:00.000000,314.84555993999913,431.9574635022945
2016-01-06T23:00:00.000000,190.84936821999986,432.4344410981082
2016-01-07T00:00:00.000000,221.06686032999946,431.85387384976906
