assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,7397.845809741713
3,1,ETH,BTC,0.061832199663984365
3,4,ETH,USD,457.5593294263126
1,6,BTC,USDT,7402.032352977196
3,6,ETH,USDT,457.77353041009854
14,1,NEO,BTC,0.004471378392056697
15,1,EOS,BTC,0.0010608129661453952
15,4,EOS,USD,7.85
14,4,NEO,USD,33.152
