time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-02-28T00:00:02.000000;2016-02-28T00:00:02.000000;45de61ed-9ad9-49c4-8014-284be71f39b8;434.03;3.15755249;UNKNOWN
2016-02-28T00:00:02.000000;2016-02-28T00:00:02.000000;af867f1d-009d-4e3f-8ae3-e3c678b7a619;434.3;0.79557978;UNKNOWN
2016-02-28T00:01:22.000000;2016-02-28T00:01:22.000000;7fdfb038-2395-4bdd-bfd3-72c1c9645561;434.11;0.05767064;UNKNOWN
2016-02-28T00:02:12.000000;2016-02-28T00:02:12.000000;8c73fc15-f8e7-40a8-9001-f67dfefe4119;434.11;0.45724737;UNKNOWN
2016-02-28T00:02:20.000000;2016-02-28T00:02:20.000000;e5f0cf77-f694-4dc7-a439-e823941b7e7c;434.11;0.0339;UNKNOWN
2016-02-28T00:02:21.000000;2016-02-28T00:02:21.000000;ccaa1970-0b84-44f1-a22d-f121285b1f56;434.29;2.3024;UNKNOWN
2016-02-28T00:04:33.000000;2016-02-28T00:04:33.000000;aa5b604a-aaf9-453b-b17e-1f762492d508;434.21;0.8070543;UNKNOWN
2016-02-28T00:05:37.000000;2016-02-28T00:05:37.000000;c8d084cf-3a84-4d4a-a2bc-86629b71fbe8;434.21;0.01;UNKNOWN
2016-02-28T00:07:42.000000;2016-02-28T00:07:42.000000;45aa68f1-7917-4459-95c7-2f255e4f6cef;434.21;0.06224413;UNKNOWN
2016-02-28T00:07:48.000000;2016-02-28T00:07:48.000000;69f2689e-9bee-4ab4-ae5d-724a4fad6b7d;434.27;0.0337;UNKNOWN
2016-02-28T00:07:59.000000;2016-02-28T00:07:59.000000;81da309d-3932-408a-bc0a-1f1c84bb689d;434.36;2.5;UNKNOWN
2016-02-28T00:08:31.000000;2016-02-28T00:08:31.000000;789e366b-e08d-4a39-a24c-970032aab82d;434.39;2.62;UNKNOWN
2016-02-28T00:10:10.000000;2016-02-28T00:10:10.000000;e4b6326d-e0be-4ac6-90d6-fcb0f390c769;434.36;0.69649076;UNKNOWN
2016-02-28T00:12:01.000000;2016-02-28T00:12:01.000000;4b43ab9d-34ec-4c8b-a7e4-1b0485d589c6;434.36;0.11034954;UNKNOWN
2016-02-28T00:14:12.000000;2016-02-28T00:14:12.000000;572f7cf8-68f8-4d31-9c4e-0127214d83a3;434.36;0.31095561;UNKNOWN
2016-02-28T00:15:02.000000;2016-02-28T00:15:02.000000;3a42ca6f-6eb8-42f4-8351-b5aa5e1d3324;434.36;0.0921817;UNKNOWN
2016-02-28T00:16:04.000000;2016-02-28T00:16:04.000000;06b3d140-bf00-4391-930c-67c13b5ff7e9;434.36;0.1;UNKNOWN
2016-02-28T00:16:14.000000;2016-02-28T00:16:14.000000;fb62d2ba-6f39-4b2b-bcfc-17e6f85d4c17;434.36;2.69002239;UNKNOWN
2016-02-28T00:16:14.000000;2016-02-28T00:16:14.000000;d585fa3b-9c6a-4447-a18e-ddeb4a3856d6;434.36;24.53080785;UNKNOWN
2016-02-28T00:17:22.000000;2016-02-28T00:17:22.000000;4af8f987-9e98-46fe-900f-44a5893275bb;434.36;0.69136275;UNKNOWN
2016-02-28T00:23:12.000000;2016-02-28T00:23:12.000000;36260dda-4646-4cd2-b1b7-134cba571208;434.27;0.40038986;UNKNOWN
2016-02-28T00:24:01.000000;2016-02-28T00:24:01.000000;6439823c-453b-4f5c-93fa-4acfc668c320;434.27;3.56591014;UNKNOWN
2016-02-28T00:24:01.000000;2016-02-28T00:24:01.000000;6583530c-8714-42cb-927a-9163ecb63fb4;434.11;4.69858986;UNKNOWN
2016-02-28T00:24:32.000000;2016-02-28T00:24:32.000000;9ce321b4-499b-4f78-8d75-ffa1397e6f66;434.11;0.11121721;UNKNOWN
2016-02-28T00:25:01.000000;2016-02-28T00:25:01.000000;d84f4058-f718-444b-b1e5-d804c4ef6269;434.11;1.4260422;UNKNOWN
2016-02-28T00:26:10.000000;2016-02-28T00:26:10.000000;2e0a6070-2f39-4061-8575-a9961885e0ab;434.26;0.5;UNKNOWN
2016-02-28T00:26:10.000000;2016-02-28T00:26:10.000000;52cc4fa6-74fd-4061-a816-717a8664a4de;434.26;3.0;UNKNOWN
2016-02-28T00:26:13.000000;2016-02-28T00:26:13.000000;d1cd2410-29f2-4d0a-98ab-d4fb0034370c;434.26;0.2283835;UNKNOWN
2016-02-28T00:26:15.000000;2016-02-28T00:26:15.000000;62709ae7-5f8b-40db-8b08-01027ef55a7d;434.26;0.0577;UNKNOWN
2016-02-28T00:26:47.000000;2016-02-28T00:26:47.000000;72c431fc-7b68-4c8b-9650-bab80dbec106;434.26;1.65;UNKNOWN
2016-02-28T00:26:53.000000;2016-02-28T00:26:53.000000;9ac14095-658c-4f30-a0b4-d3514bdf5a1c;434.26;3.0;UNKNOWN
2016-02-28T00:28:12.000000;2016-02-28T00:28:12.000000;6aaefd66-325f-48d7-8fd7-309df83ada19;434.22;0.06456434;UNKNOWN
2016-02-28T00:28:12.000000;2016-02-28T00:28:12.000000;12876586-5142-43e2-b09a-ae39305d829c;434.22;0.1;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;4063d7ea-32eb-4e9f-a7ed-ee9e6c4d92c0;433.62;1.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;439b6012-f02a-4676-b5df-a6b1deb6e03f;433.59;1.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;65610484-8975-4041-a3b0-65b535e8743d;433.66;0.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;75061c2b-f038-4f99-ae13-dd7b3b2ae5c4;433.51;0.20252894;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;7f351df4-d5a7-47a9-a826-f1b2c4ae4f86;433.6;0.03;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;b2ce4144-544c-4bc0-b177-f6dbea40cd19;433.75;1.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;80af9f25-3ccb-447d-96c7-cb33dfbdb55c;433.8;1.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;d67868fd-6ee7-48b2-893c-713d207137ed;434.22;25.0;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;b700593a-8c91-481a-97bc-18b8a33c9999;433.66;0.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;e00823ac-e41d-48d7-a680-9996f797c8f4;433.81;0.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;dd36390f-e49e-4072-a75d-0da0470c16ca;433.66;1.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;0965e7c1-90b3-4afb-8ac3-7c6df6da269e;434.12;5.7498;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;e78dc0fc-ccfd-4ce9-99c7-987abc3c0841;433.64;0.2;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;4bd4b485-4e69-4964-99a4-84717468432b;434.0;0.25;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;69f34e21-6eb0-426e-998d-d1917c8ba350;434.22;3.83543566;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;f437c4f3-609b-417e-9025-3e1f622f5b8a;434.1;4.0;UNKNOWN
2016-02-28T00:29:22.000000;2016-02-28T00:29:22.000000;62018240-4003-419a-908f-ca8f6823b96c;434.0;4.0;UNKNOWN
2016-02-28T00:30:07.000000;2016-02-28T00:30:07.000000;7147460e-88d0-4f13-ad6e-4eda51a6dff0;433.83;0.5;UNKNOWN
2016-02-28T00:30:07.000000;2016-02-28T00:30:07.000000;b306f709-5564-41e0-92e4-08247ae7ecad;433.81;0.5;UNKNOWN
2016-02-28T00:30:07.000000;2016-02-28T00:30:07.000000;084c1984-9592-4825-86d5-838b2f3b4a73;433.82;3.0;UNKNOWN
2016-02-28T00:32:29.000000;2016-02-28T00:32:29.000000;19d360a0-db3b-4ee8-af35-1c8354dfc569;433.82;0.2;UNKNOWN
2016-02-28T00:33:12.000000;2016-02-28T00:33:12.000000;1c3d1a84-c677-43c9-b46d-27645b174ee0;433.81;1.17683381;UNKNOWN
2016-02-28T00:34:05.000000;2016-02-28T00:34:05.000000;f7e5bf1a-8ec0-4ca8-b90a-3802429ae280;433.82;0.673;UNKNOWN
2016-02-28T00:34:18.000000;2016-02-28T00:34:18.000000;8817dad8-a1c1-4422-89f9-d4a2c83e945f;433.82;0.3;UNKNOWN
2016-02-28T00:34:34.000000;2016-02-28T00:34:34.000000;66dbb045-33a9-43f6-b6e8-72793371b692;433.82;2.0;UNKNOWN
2016-02-28T00:34:52.000000;2016-02-28T00:34:52.000000;c519b848-8b57-49bb-b901-eab4c43d85bc;433.81;0.06974;UNKNOWN
2016-02-28T00:35:12.000000;2016-02-28T00:35:12.000000;205efe6d-ab28-46d4-b2ab-4aa4b50a4b9c;433.81;0.22842001;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;e53d3ab4-c873-47df-bc61-d8d6c37a5d41;433.82;3.38856697;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;df24cd43-aab2-4a21-9e9f-a2897bb38890;433.82;3.38856697;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;6aabf7cd-00ee-4365-ae13-e3865eb60ad9;433.82;0.21506948;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;64a92709-bcda-40f7-aa14-81c9e1ad4fde;433.82;1.06844352;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;46288235-9728-4d2a-a40f-2b1c7d33ee09;433.82;3.38745737;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;b87dafa7-3eb5-4b07-9d74-e304a96ff29e;433.82;3.38730438;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;3cb40b76-75e6-4b2f-bd5c-97f63d05dc9c;433.82;3.38856697;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;e4c45de0-0577-47c2-9d8f-89405c59ef44;433.82;3.38745737;UNKNOWN
2016-02-28T00:35:34.000000;2016-02-28T00:35:34.000000;7eeb6ba6-b4df-42ff-b84a-7b29f84cadc4;433.82;3.38856697;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;422d9b88-f8c9-4c9f-aea0-b793caa4f164;433.81;0.3;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;8bc1c082-d66e-49c3-b1d8-d8b6c6e507ec;433.81;0.3;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;1d09781b-fe49-421d-880b-41387b77cb7b;433.81;4.0;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;697efa9a-7ccf-442d-9dc8-0e3e2be76648;433.81;0.3;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;32719be7-5fb0-40f5-87fb-31724f05f029;433.81;1.0;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;31f8ec34-c075-4da9-ba08-2662bdda8a0c;433.81;23.52500618;UNKNOWN
2016-02-28T00:38:31.000000;2016-02-28T00:38:31.000000;2c729724-b284-4ce2-9643-9179736f773e;433.81;0.3;UNKNOWN
