assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,7728.918186039283
3,1,ETH,BTC,0.05581594205891895
3,4,ETH,USD,431.9520988649159
1,6,BTC,USDT,7731.685425931984
3,6,ETH,USDT,432.1957363186253
14,1,NEO,BTC,0.003837151363947038
15,1,EOS,BTC,0.000948913222645978
15,4,EOS,USD,7.3279
14,4,NEO,USD,29.688
