assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,7331.772896105555
3,1,ETH,BTC,0.0612355192914305
3,4,ETH,USD,448.68944845712593
1,6,BTC,USDT,7339.388972678581
3,6,ETH,USDT,449.29817911867684
14,1,NEO,BTC,0.004515839415682573
15,1,EOS,BTC,0.0010711772258927066
15,4,EOS,USD,7.847
14,4,NEO,USD,33.166
