assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,8170.466308084344
3,1,ETH,BTC,0.057742023778868626
3,4,ETH,USD,471.38132887464207
1,6,BTC,USDT,8174.947037662009
3,6,ETH,USDT,472.1533414371626
14,1,NEO,BTC,0.004173621408077584
15,1,EOS,BTC,0.0010432235493656838
15,4,EOS,USD,8.5292
14,4,NEO,USD,34.163
