time_period_end,volume_traded,price_close
2018-07-14T02:00:00.000000,0.3,430.039
2018-07-14T05:00:00.000000,2.76067788,430.0
2018-07-14T10:00:00.000000,12.0,430.0
2018-07-14T12:00:00.000000,0.17195665,434.0
2018-07-14T13:00:00.000000,0.57042503,434.0
2018-07-14T14:00:00.000000,0.74994116,434.0
2018-07-14T15:00:00.000000,3.31737385,436.0
2018-07-14T17:00:00.000000,0.00354665,440.151
2018-07-14T19:00:00.000000,1.15002218,433.69
2018-07-14T21:00:00.000000,12.29749634,437.5
2018-07-14T22:00:00.000000,8.0,437.5
