time_period_end,volume_traded,price_close
2018-02-24T01:00:00.000000,2180.48035454,10320.0
2018-02-24T02:00:00.000000,1345.38787307,10330.0
2018-02-24T03:00:00.000000,2838.05300222,10417.0
2018-02-24T04:00:00.000000,861.43607025,10398.0
2018-02-24T05:00:00.000000,1451.34508756,10379.0
2018-02-24T06:00:00.000000,1097.91572787,10437.0
2018-02-24T07:00:00.000000,3690.72194628,10157.0
2018-02-24T08:00:00.000000,4095.22928168,10100.0
2018-02-24T09:00:00.000000,1460.55512483,9994.8
2018-02-24T10:00:00.000000,1304.83524328,10012.0
2018-02-24T11:00:00.000000,5706.7656493,9719.9
2018-02-24T12:00:00.000000,2466.82623097,9708.1
2018-02-24T13:00:00.000000,1792.48755336,9747.0
2018-02-24T14:00:00.000000,3315.71968185,9621.0
2018-02-24T15:00:00.000000,2524.51118425,9734.0
2018-02-24T16:00:00.000000,1639.29018305,9731.0
2018-02-24T17:00:00.000000,2130.63961666,9762.0
2018-02-24T18:00:00.000000,1291.37668671,9613.6
2018-02-24T19:00:00.000000,1542.75168559,9545.7
2018-02-24T20:00:00.000000,1420.60761611,9577.9
2018-02-24T21:00:00.000000,3802.14527331,9383.9
2018-02-24T22:00:00.000000,1596.40795635,9479.4
2018-02-24T23:00:00.000000,1926.50664294,9586.0
2018-02-25T00:00:00.000000,1433.36590158,9666.3
