time_period_end,volume_traded,price_close
2017-05-06T01:00:00.000000,361.61619309,1561.9
2017-05-06T02:00:00.000000,597.26791761,1568.3
2017-05-06T03:00:00.000000,278.95357195,1569.1
2017-05-06T04:00:00.000000,490.56525396,1574.9
2017-05-06T05:00:00.000000,317.26566968,1578.0
2017-05-06T06:00:00.000000,327.8177223,1568.7
2017-05-06T07:00:00.000000,268.27748948,1569.6
2017-05-06T08:00:00.000000,317.15733912,1573.2
2017-05-06T09:00:00.000000,281.99338883,1578.9
2017-05-06T10:00:00.000000,511.09439379,1566.0
2017-05-06T11:00:00.000000,868.40961132,1569.1
2017-05-06T12:00:00.000000,1183.31144986,1585.5
2017-05-06T13:00:00.000000,216.01205547,1579.0
2017-05-06T14:00:00.000000,623.45022179,1576.9
2017-05-06T15:00:00.000000,547.63939172,1578.0
2017-05-06T16:00:00.000000,931.47039327,1554.7
2017-05-06T17:00:00.000000,1223.0563082,1577.0
2017-05-06T18:00:00.000000,466.36303102,1580.9
2017-05-06T19:00:00.000000,987.13929859,1600.4
2017-05-06T20:00:00.000000,587.77045815,1580.0
2017-05-06T21:00:00.000000,582.79398203,1587.9
2017-05-06T22:00:00.000000,1144.00387771,1601.9
2017-05-06T23:00:00.000000,410.62726672,1594.5
2017-05-07T00:00:00.000000,168.84924372,1597.0
