time_exchange;time_coinpai;guid;price;base_amount;taker_side
2016-04-14T00:00:31.000000;2016-04-14T00:00:31.000000;15d5189e-0eff-45ec-8288-5035ee356791;425.58;2.03726;UNKNOWN
2016-04-14T00:00:31.000000;2016-04-14T00:00:31.000000;e36edf4e-b0e9-4590-96e4-0cb405b98b4a;425.58;0.3;UNKNOWN
2016-04-14T00:00:31.000000;2016-04-14T00:00:31.000000;914fc2ac-f3f8-4f08-9613-61d4b9c5647f;425.58;0.067;UNKNOWN
2016-04-14T00:00:31.000000;2016-04-14T00:00:31.000000;10acd11d-8408-412c-894d-1603d9c9ccfa;425.58;1.45766;UNKNOWN
2016-04-14T00:01:01.000000;2016-04-14T00:01:01.000000;3dab24a0-1f70-4eda-b51e-307dbe3b5b54;425.6;0.569237;UNKNOWN
2016-04-14T00:01:01.000000;2016-04-14T00:01:01.000000;6c984b6b-343c-4c63-ae87-b1777c5d2ce6;425.6;0.012343;UNKNOWN
2016-04-14T00:01:31.000000;2016-04-14T00:01:31.000000;fed31c97-00fb-49d7-bdf7-90317d09debe;425.6;4.58171;UNKNOWN
2016-04-14T00:01:31.000000;2016-04-14T00:01:31.000000;3943892e-57e6-4665-a934-3beba38daeb3;425.6;0.01234;UNKNOWN
2016-04-14T00:01:36.000000;2016-04-14T00:01:36.000000;f923ecb0-5bfa-424a-aa7d-856cf0cc28d9;425.63;0.03;UNKNOWN
2016-04-14T00:01:36.000000;2016-04-14T00:01:36.000000;3bb19d28-4f65-4e8f-8148-8c2367ceeba0;425.63;0.03;UNKNOWN
2016-04-14T00:02:01.000000;2016-04-14T00:02:01.000000;f164d806-24ab-4bc1-860c-c46827a7f9b2;425.57;1.20728;UNKNOWN
2016-04-14T00:02:01.000000;2016-04-14T00:02:01.000000;4dda2fab-ad49-4a3b-a977-6e7ef500221a;425.57;0.01;UNKNOWN
2016-04-14T00:02:31.000000;2016-04-14T00:02:31.000000;2647462b-9779-4101-bd63-81d93d5d5145;425.59;0.23265;UNKNOWN
2016-04-14T00:03:01.000000;2016-04-14T00:03:01.000000;a2a06d21-7548-4407-bd7a-f40238585ad2;425.59;0.11631;UNKNOWN
2016-04-14T00:04:04.000000;2016-04-14T00:04:04.000000;1feb120a-bb6e-414d-8cdf-4c989da7bf9f;425.59;0.23193;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;65f412c2-e44b-4211-bb9f-dfdc7b3a8b80;425.52;0.035;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;375cc741-f7e4-412b-835b-63973f6e849f;425.54;0.01;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;2cc3b24c-07ef-4571-9bf0-ddb589c3737c;425.52;0.01;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;5dc5e30e-75bc-40ac-a13d-d4d173c73e30;425.55;0.01;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;7e8a0c37-fa90-497a-aec0-dad231740f55;425.55;0.035;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;179807a8-c586-4c0e-9aa6-65fb65ad0d52;425.56;0.035;UNKNOWN
2016-04-14T00:04:08.000000;2016-04-14T00:04:08.000000;7c91acc5-49f7-471c-ac71-f3a617e789e5;425.54;0.035;UNKNOWN
