assetA_id,assetB_id,assetA_name,assetB_name,closing_price
1,4,BTC,USD,7604.697167253276
3,1,ETH,BTC,0.05526583820798914
3,4,ETH,USD,419.86879713943915
1,6,BTC,USDT,7604.879235984648
3,6,ETH,USDT,420.42610940483434
14,1,NEO,BTC,0.003905813073814294
15,1,EOS,BTC,0.0009495245300460405
15,4,EOS,USD,7.2257
14,4,NEO,USD,29.7156522

